game_id,p1_poker_hand,p2_poker_hand,max_variance,sum_variance
14,"(('H', 4), ('S', 6), ('S', 9), ('C', 9), ('H', 12))","(('H', 2), ('C', 5), ('C', 8), ('D', 11), ('D', 14))",0.6153846153846154,37.396449704142
15,"(('D', 4), ('H', 5), ('D', 6), ('C', 12), ('D', 13))","(('H', 3), ('H', 6), ('D', 8), ('D', 9), ('H', 10))",0.6863905325443789,53.11242603550295
16,"(('D', 2), ('C', 6), ('H', 10), ('S', 13), ('C', 14))","(('H', 2), ('S', 3), ('D', 8), ('D', 9), ('D', 13))",0.6153846153846154,41.84615384615382
17,"(('H', 3), ('H', 8), ('H', 10), ('D', 10), ('H', 11))","(('H', 4), ('C', 5), ('S', 7), ('D', 13), ('D', 14))",0.6490384615384619,38.06952662721894
18,"(('D', 2), ('C', 10), ('S', 10), ('H', 11), ('H', 14))","(('C', 2), ('C', 4), ('D', 6), ('D', 9), ('H', 12))",0.6153846153846154,31.337278106508887
19,"(('S', 3), ('D', 3), ('H', 7), ('S', 9), ('C', 14))","(('C', 2), ('C', 3), ('H', 8), ('H', 10), ('S', 13))",0.6153846153846154,30.769230769230788
20,"(('H', 3), ('S', 7), ('H', 10), ('S', 14), ('H', 14))","(('S', 3), ('D', 6), ('S', 8), ('C', 8), ('D', 8))",0.46153846153846134,18.887573964497047
21,"(('H', 4), ('C', 8), ('C', 11), ('S', 12), ('C', 14))","(('H', 5), ('C', 9), ('H', 9), ('H', 12), ('C', 13))",0.6153846153846154,31.33727810650889
22,"(('C', 2), ('S', 5), ('C', 11), ('S', 11), ('C', 14))","(('D', 9), ('C', 10), ('C', 12), ('S', 14), ('H', 14))",0.46153846153846134,30.8165680473373
23,"(('C', 4), ('H', 5), ('C', 6), ('S', 6), ('C', 9))","(('S', 2), ('S', 8), ('D', 10), ('C', 12), ('D', 13))",0.6153846153846154,37.39644970414199
24,"(('C', 2), ('C', 9), ('S', 11), ('S', 12), ('H', 13))","(('D', 3), ('H', 3), ('S', 7), ('C', 13), ('D', 14))",0.6153846153846154,34.36686390532544
25,"(('H', 2), ('H', 4), ('H', 6), ('H', 11), ('C', 12))","(('C', 2), ('S', 4), ('H', 5), ('H', 7), ('D', 8))",0.6153846153846154,43.927514792899395
26,"(('C', 3), ('S', 4), ('H', 11), ('C', 14), ('S', 14))","(('H', 4), ('D', 5), ('S', 6), ('S', 7), ('C', 10))",0.6153846153846154,35.88165680473372
27,"(('C', 3), ('H', 4), ('D', 5), ('S', 8), ('S', 14))","(('D', 2), ('S', 2), ('H', 8), ('D', 12), ('S', 13))",0.6153846153846154,31.337278106508894
28,"(('D', 5), ('H', 8), ('S', 9), ('D', 10), ('C', 11))","(('S', 5), ('H', 5), ('D', 6), ('D', 7), ('C', 10))",0.5562130177514789,28.970414201183452
29,"(('D', 6), ('D', 7), ('C', 7), ('H', 8), ('H', 11))","(('C', 5), ('S', 8), ('C', 9), ('H', 10), ('C', 12))",0.6153846153846154,33.60946745562131
30,"(('D', 7), ('D', 8), ('S', 11), ('C', 12), ('S', 14))","(('D', 2), ('D', 5), ('D', 9), ('C', 10), ('H', 12))",0.6153846153846154,51.69230769230767
31,"(('S', 5), ('D', 6), ('C', 6), ('C', 10), ('H', 13))","(('S', 2), ('D', 9), ('H', 9), ('D', 11), ('S', 13))",0.46153846153846134,30.62721893491126
32,"(('D', 4), ('D', 5), ('S', 7), ('H', 7), ('D', 14))","(('C', 3), ('C', 5), ('C', 9), ('H', 10), ('S', 13))",0.6153846153846154,31.33727810650889
33,"(('H', 2), ('H', 7), ('H', 9), ('S', 13), ('H', 14))","(('D', 6), ('S', 7), ('C', 10), ('S', 11), ('D', 11))",0.7200443786982254,38.189349112426044
34,"(('D', 3), ('S', 3), ('S', 4), ('C', 6), ('S', 14))","(('H', 3), ('D', 6), ('D', 9), ('H', 13), ('D', 13))",0.46153846153846134,24.47337278106511
35,"(('H', 4), ('S', 5), ('D', 7), ('C', 9), ('C', 12))","(('S', 3), ('C', 4), ('C', 5), ('S', 12), ('H', 13))",0.46153846153846134,32.000000000000014
36,"(('D', 2), ('H', 9), ('S', 10), ('S', 12), ('S', 13))","(('H', 2), ('S', 5), ('C', 5), ('C', 11), ('D', 11))",0.4023668639053252,17.798816568047346
37,"(('C', 3), ('D', 6), ('C', 7), ('H', 9), ('H', 10))","(('S', 7), ('D', 10), ('H', 11), ('D', 12), ('S', 14))",0.6863905325443789,44.733727810650876
38,"(('S', 6), ('D', 8), ('S', 10), ('S', 11), ('H', 12))","(('C', 2), ('H', 4), ('S', 5), ('D', 10), ('C', 13))",0.6863905325443788,53.11242603550294
39,"(('H', 8), ('D', 8), ('H', 11), ('H', 12), ('D', 13))","(('C', 3), ('C', 7), ('C', 9), ('S', 9), ('D', 11))",0.46153846153846134,30.627218934911262
40,"(('S', 2), ('D', 3), ('D', 4), ('S', 11), ('S', 12))","(('C', 2), ('C', 5), ('H', 7), ('D', 10), ('H', 11))",0.6153846153846154,41.84615384615383
41,"(('C', 4), ('S', 7), ('H', 8), ('C', 9), ('S', 9))","(('H', 2), ('H', 4), ('D', 6), ('D', 9), ('H', 14))",0.46153846153846134,24.426035502958598
42,"(('S', 2), ('D', 9), ('S', 10), ('H', 11), ('S', 14))","(('S', 3), ('S', 6), ('S', 11), ('S', 13), ('D', 14))",0.6490384615384618,43.13461538461538
43,"(('D', 2), ('S', 3), ('D', 8), ('S', 8), ('C', 13))","(('C', 4), ('H', 5), ('H', 10), ('D', 13), ('H', 14))",0.6153846153846154,31.33727810650889
44,"(('D', 6), ('S', 6), ('C', 8), ('D', 13), ('D', 14))","(('S', 3), ('H', 3), ('H', 9), ('C', 11), ('H', 11))",0.46153846153846134,33.37278106508875
45,"(('H', 2), ('S', 3), ('D', 6), ('H', 8), ('C', 9))","(('D', 2), ('C', 5), ('H', 11), ('S', 13), ('D', 14))",0.6153846153846154,51.692307692307665
46,"(('D', 3), ('S', 6), ('S', 9), ('C', 10), ('H', 12))","(('C', 2), ('H', 5), ('H', 6), ('D', 8), ('S', 12))",0.6153846153846154,41.846153846153825
47,"(('H', 2), ('S', 7), ('D', 10), ('C', 12), ('S', 14))","(('D', 2), ('C', 7), ('H', 8), ('C', 10), ('H', 13))",0.46153846153846134,32.00000000000001
48,"(('S', 3), ('C', 4), ('H', 4), ('S', 4), ('H', 13))","(('H', 2), ('H', 5), ('D', 9), ('S', 9), ('H', 14))",0.46153846153846134,23.43195266272189
49,"(('D', 3), ('C', 5), ('C', 9), ('D', 12), ('S', 13))","(('C', 2), ('S', 4), ('S', 6), ('C', 12), ('D', 14))",0.6153846153846154,51.69230769230766
50,"(('S', 5), ('H', 9), ('C', 11), ('C', 12), ('C', 14))","(('S', 2), ('D', 3), ('C', 5), ('C', 6), ('C', 10))",0.6863905325443789,53.112426035502956
51,"(('D', 6), ('D', 8), ('C', 8), ('C', 13), ('D', 14))","(('C', 2), ('D', 3), ('S', 8), ('D', 11), ('D', 12))",0.6153846153846154,30.769230769230788
52,"(('D', 2), ('H', 3), ('C', 8), ('D', 9), ('S', 9))","(('D', 3), ('S', 8), ('H', 13), ('D', 13), ('C', 14))",0.46153846153846134,24.378698224852087
53,"(('C', 6), ('S', 8), ('H', 8), ('C', 9), ('H', 11))","(('S', 3), ('H', 3), ('H', 10), ('D', 11), ('D', 14))",0.46153846153846134,30.627218934911262
54,"(('C', 2), ('H', 10), ('D', 12), ('C', 12), ('C', 14))","(('D', 2), ('C', 5), ('H', 8), ('D', 11), ('S', 13))",0.6153846153846154,31.33727810650889
55,"(('D', 4), ('D', 7), ('H', 8), ('D', 13), ('D', 14))","(('H', 3), ('D', 9), ('D', 11), ('D', 12), ('S', 14))",0.6490384615384617,52.980769230769226
56,"(('D', 2), ('H', 4), ('H', 8), ('D', 8), ('D', 10))","(('H', 3), ('C', 5), ('H', 6), ('S', 9), ('S', 11))",0.6153846153846154,37.39644970414199
57,"(('S', 2), ('C', 2), ('C', 5), ('D', 6), ('S', 13))","(('C', 3), ('C', 7), ('C', 8), ('C', 10), ('H', 12))",0.6967455621301772,43.470414201183424
58,"(('D', 4), ('S', 6), ('C', 7), ('H', 7), ('D', 9))","(('S', 5), ('D', 8), ('H', 8), ('H', 10), ('D', 13))",0.6153846153846154,36.68639053254438
59,"(('S', 2), ('S', 8), ('H', 11), ('S', 13), ('D', 14))","(('H', 2), ('S', 4), ('H', 6), ('S', 7), ('H', 12))",0.6153846153846154,51.692307692307665
60,"(('S', 2), ('D', 4), ('C', 9), ('D', 10), ('C', 11))","(('S', 8), ('D', 8), ('H', 10), ('D', 11), ('D', 13))",0.46153846153846134,25.136094674556233
61,"(('H', 2), ('S', 2), ('S', 7), ('D', 8), ('H', 12))","(('C', 5), ('H', 5), ('C', 11), ('D', 12), ('H', 13))",0.46153846153846134,30.62721893491126
62,"(('H', 7), ('D', 8), ('C', 10), ('D', 12), ('S', 14))","(('D', 2), ('S', 2), ('D', 4), ('H', 11), ('C', 13))",0.6153846153846154,37.396449704141986
63,"(('H', 2), ('H', 4), ('D', 13), ('C', 13), ('H', 14))","(('D', 2), ('D', 5), ('S', 5), ('C', 6), ('C', 9))",0.46153846153846134,30.62721893491126
64,"(('D', 6), ('S', 7), ('C', 8), ('H', 9), ('D', 10))","(('D', 3), ('C', 3), ('D', 4), ('H', 8), ('S', 10))",0.556213017751479,44.16568047337279
65,"(('C', 2), ('S', 2), ('C', 5), ('D', 9), ('C', 12))","(('D', 2), ('S', 8), ('S', 9), ('S', 12), ('S', 13))",0.7366863905325445,25.591715976331365
66,"(('S', 2), ('H', 3), ('S', 8), ('H', 12), ('S', 13))","(('H', 2), ('C', 2), ('D', 6), ('C', 13), ('S', 14))",0.46153846153846134,24.4260355029586
67,"(('D', 2), ('S', 4), ('S', 6), ('D', 12), ('H', 14))","(('S', 5), ('C', 5), ('C', 8), ('H', 11), ('H', 13))",0.6153846153846154,37.39644970414199
68,"(('D', 8), ('H', 9), ('S', 11), ('H', 12), ('S', 13))","(('H', 3), ('D', 4), ('H', 5), ('S', 7), ('H', 13))",0.7692307692307696,56.047337278106504
69,"(('C', 4), ('H', 8), ('S', 9), ('C', 10), ('D', 11))","(('H', 4), ('D', 6), ('S', 11), ('H', 12), ('S', 14))",0.6390532544378701,42.7455621301775
70,"(('S', 2), ('H', 3), ('D', 5), ('H', 7), ('H', 13))","(('S', 4), ('S', 8), ('S', 12), ('D', 13), ('C', 14))",0.6153846153846154,51.69230769230768
71,"(('C', 9), ('D', 10), ('S', 11), ('H', 11), ('H', 12))","(('C', 2), ('S', 5), ('C', 5), ('C', 11), ('C', 12))",0.7366863905325436,44.16715976331359
72,"(('H', 6), ('C', 8), ('D', 10), ('H', 12), ('S', 13))","(('H', 2), ('C', 5), ('S', 5), ('C', 7), ('D', 12))",0.6153846153846154,31.33727810650889
73,"(('H', 4), ('H', 9), ('D', 11), ('C', 11), ('S', 13))","(('H', 2), ('C', 4), ('S', 4), ('S', 5), ('C', 14))",0.46153846153846134,30.8165680473373
74,"(('C', 4), ('S', 4), ('H', 4), ('C', 6), ('D', 11))","(('H', 3), ('S', 7), ('H', 10), ('C', 11), ('S', 12))",0.21301775147928978,11.076923076923084
75,"(('C', 2), ('H', 2), ('S', 8), ('S', 10), ('H', 13))","(('D', 5), ('H', 7), ('C', 9), ('S', 12), ('C', 13))",0.6153846153846154,31.33727810650889
76,"(('H', 6), ('H', 7), ('H', 10), ('S', 11), ('C', 14))","(('C', 3), ('C', 4), ('C', 7), ('C', 9), ('C', 11))",0.6490384615384616,50.134615384615394
77,"(('D', 3), ('H', 4), ('C', 6), ('D', 8), ('C', 13))","(('S', 2), ('H', 2), ('C', 7), ('S', 7), ('H', 11))",0.2130177514792898,17.041420118343193
78,"(('C', 5), ('C', 7), ('S', 11), ('C', 14), ('S', 14))","(('H', 2), ('S', 3), ('C', 3), ('D', 6), ('S', 6))",0.46153846153846134,33.37278106508876
79,"(('H', 2), ('D', 3), ('C', 4), ('S', 9), ('H', 13))","(('C', 3), ('C', 5), ('S', 7), ('C', 9), ('H', 14))",0.6153846153846154,41.84615384615383
80,"(('S', 4), ('H', 4), ('H', 10), ('C', 14), ('S', 14))","(('S', 7), ('D', 11), ('C', 11), ('C', 12), ('S', 13))",0.46153846153846134,33.37278106508875
81,"(('H', 3), ('C', 5), ('S', 8), ('D', 9), ('H', 10))","(('D', 3), ('S', 4), ('C', 9), ('H', 11), ('D', 13))",0.6153846153846154,41.84615384615382
82,"(('C', 4), ('D', 6), ('C', 9), ('S', 13), ('D', 13))","(('D', 2), ('H', 2), ('D', 5), ('H', 10), ('S', 14))",0.6153846153846154,36.68639053254437
83,"(('C', 2), ('S', 4), ('S', 9), ('H', 10), ('H', 13))","(('D', 2), ('C', 9), ('C', 11), ('C', 14), ('S', 14))",0.46153846153846134,25.13609467455623
84,"(('S', 2), ('S', 3), ('D', 6), ('D', 13), ('C', 14))","(('C', 5), ('H', 7), ('S', 10), ('D', 11), ('C', 13))",0.6153846153846154,51.692307692307665
85,"(('D', 4), ('H', 6), ('H', 11), ('H', 13), ('C', 14))","(('S', 4), ('D', 6), ('S', 9), ('D', 11), ('C', 12))",0.46153846153846134,32.000000000000014
86,"(('D', 3), ('S', 5), ('H', 5), ('C', 6), ('D', 8))","(('H', 7), ('H', 8), ('S', 12), ('D', 13), ('D', 14))",0.6153846153846154,31.337278106508887
87,"(('S', 5), ('C', 5), ('C', 7), ('S', 12), ('S', 13))","(('S', 4), ('S', 6), ('S', 10), ('S', 11), ('D', 12))",0.6967455621301776,37.4112426035503
88,"(('C', 2), ('C', 3), ('S', 8), ('D', 10), ('C', 14))","(('D', 2), ('D', 4), ('C', 6), ('D', 6), ('C', 11))",0.6153846153846154,31.33727810650889
89,"(('D', 3), ('D', 5), ('C', 8), ('C', 9), ('C', 13))","(('H', 3), ('S', 5), ('H', 7), ('D', 7), ('H', 13))",0.3076923076923076,18.792899408284036
90,"(('S', 7), ('H', 9), ('D', 12), ('D', 13), ('C', 13))","(('D', 4), ('D', 5), ('H', 7), ('S', 11), ('S', 12))",0.46153846153846134,25.136094674556233
91,"(('D', 4), ('C', 8), ('C', 12), ('C', 13), ('D', 14))","(('H', 4), ('H', 5), ('S', 5), ('C', 7), ('H', 11))",0.6153846153846154,31.337278106508883
92,"(('H', 9), ('S', 10), ('C', 10), ('H', 12), ('S', 13))","(('H', 3), ('S', 5), ('H', 7), ('C', 9), ('S', 12))",0.5325443786982251,27.976331360946766
93,"(('C', 9), ('C', 10), ('D', 10), ('H', 11), ('D', 14))","(('S', 2), ('H', 3), ('D', 4), ('H', 10), ('C', 13))",0.6153846153846154,30.769230769230784
94,"(('D', 5), ('C', 10), ('D', 12), ('S', 12), ('C', 12))","(('D', 2), ('S', 7), ('S', 10), ('D', 11), ('H', 13))",0.21301775147928978,11.076923076923084
95,"(('S', 2), ('H', 2), ('H', 4), ('D', 5), ('S', 12))","(('C', 3), ('S', 5), ('C', 5), ('S', 6), ('D', 9))",0.46153846153846134,30.8165680473373
96,"(('C', 6), ('S', 11), ('D', 11), ('H', 11), ('C', 12))","(('H', 5), ('S', 7), ('D', 8), ('C', 11), ('S', 12))",0.17751479289940844,8.946745562130184
97,"(('S', 2), ('D', 4), ('S', 7), ('D', 8), ('H', 11))","(('C', 5), ('S', 6), ('C', 7), ('S', 10), ('D', 13))",0.6153846153846154,51.692307692307665
98,"(('D', 4), ('S', 10), ('D', 10), ('H', 12), ('C', 13))","(('C', 3), ('S', 4), ('S', 6), ('H', 7), ('C', 14))",0.6153846153846154,34.36686390532545
99,"(('S', 3), ('D', 4), ('S', 5), ('C', 8), ('D', 11))","(('C', 2), ('H', 5), ('H', 7), ('S', 7), ('D', 10))",0.6153846153846154,31.33727810650889
