game_id,p1_poker_hand,p2_poker_hand,max_variance,sum_variance
28,"(('C', 2), ('H', 4), ('D', 4), ('S', 5), ('D', 13))","(('S', 3), ('C', 4), ('D', 6), ('C', 10), ('D', 11))",0.6153846153846154,30.769230769230788
29,"(('H', 3), ('H', 12), ('H', 13), ('D', 13), ('S', 14))","(('C', 2), ('C', 4), ('C', 7), ('H', 9), ('C', 14))",0.7200443786982258,38.18934911242603
30,"(('D', 4), ('S', 9), ('H', 10), ('C', 11), ('H', 14))","(('S', 6), ('D', 6), ('H', 8), ('D', 12), ('S', 12))",0.2130177514792898,17.041420118343193
31,"(('C', 2), ('H', 3), ('S', 4), ('H', 14), ('S', 14))","(('D', 3), ('H', 5), ('S', 6), ('D', 8), ('S', 11))",0.6153846153846154,31.33727810650889
32,"(('H', 2), ('C', 6), ('D', 10), ('H', 13), ('C', 13))","(('D', 3), ('D', 4), ('C', 4), ('S', 8), ('C', 9))",0.6153846153846154,36.686390532544365
33,"(('C', 5), ('D', 5), ('S', 8), ('C', 10), ('H', 11))","(('H', 2), ('D', 3), ('S', 4), ('H', 8), ('D', 12))",0.6153846153846154,31.33727810650889
34,"(('H', 2), ('C', 4), ('H', 7), ('H', 12), ('H', 13))","(('D', 2), ('S', 4), ('H', 8), ('C', 10), ('S', 14))",0.6490384615384619,43.134615384615365
35,"(('D', 2), ('S', 2), ('H', 11), ('H', 12), ('C', 13))","(('C', 4), ('C', 7), ('D', 8), ('H', 9), ('S', 11))",0.6153846153846154,34.36686390532546
36,"(('D', 5), ('C', 5), ('H', 6), ('S', 13), ('D', 13))","(('S', 2), ('C', 3), ('D', 4), ('S', 7), ('C', 9))",0.21301775147928978,17.041420118343193
37,"(('C', 7), ('S', 10), ('H', 11), ('C', 12), ('D', 14))","(('C', 3), ('S', 6), ('D', 8), ('S', 12), ('D', 12))",0.6153846153846154,33.893491124260365
38,"(('S', 2), ('C', 5), ('D', 8), ('S', 12), ('S', 13))","(('C', 4), ('S', 5), ('H', 7), ('H', 8), ('H', 14))",0.6153846153846154,43.26627218934912
39,"(('S', 9), ('C', 9), ('H', 11), ('D', 12), ('C', 13))","(('D', 8), ('H', 12), ('S', 13), ('H', 13), ('H', 14))",0.46153846153846134,31.100591715976343
40,"(('S', 2), ('S', 7), ('C', 7), ('S', 8), ('S', 10))","(('H', 6), ('C', 9), ('D', 9), ('D', 11), ('H', 14))",0.6967455621301776,42.76035502958577
41,"(('S', 3), ('D', 4), ('S', 9), ('C', 11), ('D', 13))","(('C', 2), ('H', 2), ('D', 6), ('D', 9), ('D', 12))",0.6153846153846154,31.337278106508887
42,"(('S', 3), ('C', 4), ('S', 6), ('C', 10), ('D', 13))","(('H', 2), ('D', 6), ('C', 9), ('S', 11), ('H', 13))",0.6153846153846154,41.84615384615383
43,"(('C', 7), ('S', 7), ('H', 7), ('D', 10), ('S', 12))","(('D', 2), ('S', 4), ('D', 9), ('S', 10), ('C', 12))",0.17751479289940844,8.946745562130186
44,"(('S', 3), ('D', 3), ('H', 7), ('H', 8), ('S', 11))","(('C', 7), ('D', 9), ('C', 11), ('D', 13), ('C', 13))",0.46153846153846134,24.378698224852087
45,"(('C', 3), ('C', 4), ('D', 6), ('D', 10), ('S', 11))","(('H', 3), ('D', 3), ('S', 3), ('C', 6), ('S', 7))",0.1775147928994084,8.946745562130184
46,"(('S', 3), ('S', 6), ('D', 7), ('D', 11), ('S', 12))","(('H', 7), ('C', 8), ('H', 11), ('H', 12), ('C', 13))",0.46153846153846134,32.00000000000001
47,"(('H', 3), ('D', 3), ('C', 6), ('S', 11), ('H', 12))","(('H', 2), ('C', 7), ('H', 7), ('S', 9), ('C', 11))",0.46153846153846134,30.627218934911262
48,"(('D', 4), ('D', 7), ('H', 9), ('S', 12), ('C', 13))","(('S', 4), ('H', 6), ('C', 6), ('H', 8), ('C', 14))",0.6153846153846154,31.33727810650889
49,"(('C', 4), ('H', 5), ('S', 11), ('S', 13), ('C', 14))","(('D', 4), ('H', 8), ('D', 9), ('S', 10), ('D', 11))",0.7455621301775148,44.44970414201181
50,"(('D', 3), ('H', 4), ('S', 6), ('D', 11), ('S', 13))","(('C', 2), ('H', 3), ('D', 4), ('C', 6), ('D', 13))",0.3786982248520714,23.573964497041427
51,"(('C', 5), ('H', 9), ('S', 9), ('C', 11), ('H', 14))","(('H', 4), ('S', 6), ('H', 8), ('S', 11), ('H', 11))",0.46153846153846134,30.8165680473373
52,"(('S', 3), ('H', 4), ('D', 11), ('D', 13), ('H', 14))","(('C', 2), ('C', 7), ('D', 7), ('H', 8), ('S', 8))",0.21301775147928978,17.041420118343193
53,"(('S', 5), ('H', 8), ('D', 10), ('D', 13), ('H', 14))","(('H', 7), ('H', 9), ('C', 11), ('C', 13), ('D', 14))",0.6153846153846154,41.84615384615382
54,"(('S', 2), ('C', 4), ('C', 7), ('C', 8), ('H', 9))","(('H', 2), ('H', 6), ('D', 10), ('H', 12), ('H', 13))",0.6490384615384618,52.98076923076922
55,"(('D', 3), ('C', 5), ('D', 10), ('H', 12), ('H', 13))","(('C', 7), ('D', 8), ('D', 9), ('H', 9), ('H', 11))",0.6863905325443789,37.20710059171598
56,"(('S', 3), ('S', 8), ('D', 10), ('C', 12), ('D', 13))","(('H', 5), ('D', 5), ('H', 6), ('S', 10), ('C', 11))",0.6153846153846154,31.33727810650889
57,"(('H', 2), ('C', 6), ('S', 9), ('C', 9), ('C', 13))","(('H', 3), ('D', 11), ('S', 11), ('S', 12), ('S', 13))",0.46153846153846134,30.627218934911262
58,"(('S', 4), ('S', 5), ('C', 10), ('D', 11), ('H', 12))","(('C', 2), ('C', 6), ('S', 6), ('D', 12), ('H', 14))",0.6153846153846154,31.33727810650889
59,"(('H', 6), ('S', 10), ('D', 11), ('S', 13), ('D', 14))","(('D', 3), ('D', 7), ('D', 8), ('C', 8), ('D', 9))",0.732248520710059,40.95857988165678
60,"(('S', 4), ('C', 7), ('H', 9), ('H', 10), ('S', 10))","(('D', 8), ('H', 11), ('C', 12), ('C', 13), ('S', 13))",0.6153846153846154,36.686390532544365
61,"(('S', 3), ('C', 3), ('C', 4), ('H', 6), ('D', 9))","(('H', 8), ('D', 12), ('S', 12), ('S', 14), ('D', 14))",0.46153846153846134,33.37278106508875
62,"(('S', 2), ('C', 3), ('S', 4), ('S', 5), ('H', 12))","(('H', 4), ('S', 11), ('S', 13), ('C', 13), ('C', 14))",0.6153846153846154,34.366863905325445
63,"(('S', 2), ('S', 3), ('D', 6), ('C', 10), ('H', 10))","(('C', 3), ('S', 7), ('H', 11), ('S', 11), ('H', 13))",0.46153846153846134,30.62721893491126
64,"(('H', 2), ('C', 10), ('C', 11), ('S', 11), ('S', 13))","(('H', 6), ('S', 7), ('H', 11), ('H', 12), ('D', 14))",0.6153846153846154,30.769230769230788
65,"(('H', 2), ('C', 4), ('H', 7), ('S', 10), ('C', 11))","(('S', 3), ('D', 5), ('D', 7), ('D', 8), ('H', 8))",0.6153846153846154,31.337278106508887
66,"(('H', 3), ('S', 3), ('D', 9), ('H', 11), ('H', 14))","(('C', 4), ('S', 4), ('D', 6), ('H', 10), ('C', 12))",0.6153846153846154,36.686390532544365
67,"(('S', 3), ('D', 4), ('H', 7), ('H', 13), ('S', 14))","(('C', 3), ('H', 4), ('D', 5), ('D', 6), ('C', 9))",0.6153846153846154,42.74556213017751
68,"(('S', 3), ('C', 8), ('S', 9), ('D', 11), ('S', 12))","(('S', 4), ('H', 10), ('H', 13), ('S', 14), ('C', 14))",0.6153846153846154,39.47928994082838
69,"(('D', 5), ('H', 9), ('S', 11), ('C', 13), ('D', 14))","(('C', 3), ('D', 7), ('S', 8), ('H', 12), ('D', 12))",0.6153846153846154,37.396449704142
70,"(('S', 5), ('C', 7), ('H', 9), ('H', 11), ('H', 14))","(('D', 6), ('H', 7), ('C', 11), ('S', 11), ('D', 14))",0.3076923076923076,17.940828402366872
71,"(('S', 2), ('D', 2), ('H', 4), ('H', 7), ('H', 12))","(('D', 3), ('C', 3), ('D', 8), ('H', 8), ('S', 14))",0.46153846153846134,33.37278106508875
72,"(('H', 3), ('S', 5), ('C', 6), ('S', 7), ('H', 9))","(('D', 2), ('S', 2), ('C', 10), ('S', 11), ('H', 14))",0.6863905325443789,43.076923076923066
73,"(('H', 2), ('C', 8), ('D', 9), ('H', 10), ('H', 12))","(('D', 4), ('C', 6), ('H', 7), ('C', 10), ('H', 11))",0.6153846153846154,51.59763313609467
74,"(('C', 3), ('S', 3), ('C', 4), ('S', 8), ('D', 10))","(('D', 2), ('D', 6), ('D', 7), ('C', 8), ('C', 13))",0.6153846153846154,31.337278106508894
75,"(('S', 5), ('H', 5), ('C', 9), ('S', 9), ('C', 12))","(('H', 3), ('S', 8), ('D', 9), ('D', 10), ('S', 12))",0.3668639053254437,16.852071005917168
76,"(('C', 5), ('S', 10), ('H', 11), ('D', 12), ('D', 13))","(('S', 2), ('D', 8), ('S', 9), ('C', 11), ('S', 14))",0.6153846153846154,50.745562130177504
77,"(('D', 5), ('C', 6), ('H', 6), ('H', 7), ('S', 9))","(('S', 3), ('C', 3), ('C', 11), ('H', 14), ('S', 14))",0.46153846153846134,41.704142011834286
78,"(('D', 2), ('H', 4), ('D', 5), ('C', 6), ('C', 11))","(('S', 5), ('D', 10), ('C', 10), ('D', 14), ('S', 14))",0.39053254437869844,19.313609467455642
79,"(('S', 4), ('S', 6), ('H', 6), ('S', 10), ('C', 12))","(('H', 2), ('C', 2), ('C', 3), ('H', 7), ('C', 8))",0.6153846153846154,36.686390532544365
80,"(('H', 5), ('C', 6), ('H', 7), ('H', 8), ('C', 13))","(('D', 3), ('S', 8), ('H', 9), ('C', 9), ('D', 11))",0.6153846153846154,35.88165680473374
81,"(('S', 3), ('D', 3), ('D', 10), ('D', 14), ('C', 14))","(('S', 2), ('C', 4), ('C', 8), ('H', 8), ('C', 11))",0.46153846153846134,33.37278106508875
82,"(('D', 8), ('D', 9), ('S', 11), ('H', 13), ('D', 13))","(('D', 3), ('C', 7), ('H', 8), ('C', 8), ('S', 12))",0.46153846153846134,30.8165680473373
83,"(('D', 3), ('C', 8), ('C', 10), ('D', 10), ('C', 11))","(('C', 4), ('H', 4), ('C', 6), ('H', 9), ('H', 11))",0.46153846153846134,30.62721893491126
84,"(('C', 2), ('S', 3), ('H', 8), ('D', 10), ('H', 14))","(('H', 2), ('S', 6), ('D', 7), ('D', 13), ('S', 14))",0.6153846153846154,41.84615384615382
85,"(('D', 2), ('D', 6), ('H', 7), ('S', 7), ('C', 9))","(('H', 6), ('D', 9), ('H', 10), ('S', 12), ('C', 13))",0.5325443786982251,28.165680473372806
86,"(('S', 3), ('C', 3), ('D', 6), ('S', 8), ('C', 11))","(('S', 2), ('D', 7), ('D', 8), ('H', 8), ('S', 11))",0.46153846153846134,24.47337278106511
87,"(('D', 3), ('H', 9), ('D', 10), ('C', 11), ('S', 13))","(('C', 3), ('D', 6), ('C', 8), ('D', 11), ('D', 14))",0.6863905325443788,43.2662721893491
88,"(('C', 2), ('H', 5), ('H', 8), ('H', 9), ('H', 13))","(('D', 3), ('H', 10), ('S', 11), ('C', 12), ('D', 13))",0.6490384615384618,54.24260355029587
89,"(('C', 2), ('D', 3), ('D', 4), ('S', 11), ('D', 14))","(('C', 4), ('H', 7), ('S', 12), ('S', 14), ('C', 14))",0.46153846153846134,24.426035502958598
90,"(('H', 3), ('D', 5), ('S', 6), ('S', 8), ('H', 13))","(('S', 2), ('C', 5), ('H', 7), ('H', 8), ('S', 9))",0.6153846153846154,41.751479289940825
91,"(('H', 2), ('H', 8), ('D', 10), ('H', 12), ('D', 14))","(('H', 4), ('C', 5), ('C', 9), ('C', 11), ('S', 14))",0.6153846153846154,51.69230769230767
92,"(('S', 2), ('S', 5), ('H', 7), ('D', 10), ('S', 14))","(('C', 4), ('D', 6), ('C', 7), ('D', 12), ('S', 12))",0.6153846153846154,31.337278106508894
93,"(('D', 6), ('C', 8), ('H', 12), ('C', 13), ('D', 14))","(('D', 2), ('S', 3), ('D', 7), ('H', 8), ('H', 10))",0.6153846153846154,51.69230769230768
94,"(('H', 3), ('C', 5), ('C', 6), ('S', 7), ('C', 13))","(('H', 10), ('D', 11), ('H', 13), ('D', 13), ('C', 14))",0.7692307692307696,36.54437869822487
95,"(('D', 3), ('C', 5), ('H', 5), ('H', 11), ('S', 12))","(('D', 2), ('C', 7), ('S', 9), ('C', 13), ('H', 13))",0.6153846153846154,36.68639053254436
96,"(('H', 4), ('S', 8), ('H', 8), ('H', 12), ('H', 13))","(('S', 2), ('D', 4), ('S', 7), ('D', 10), ('D', 12))",0.5336538461538465,27.03994082840238
97,"(('D', 3), ('C', 4), ('C', 5), ('S', 8), ('H', 10))","(('S', 3), ('D', 6), ('D', 7), ('C', 13), ('D', 13))",0.6153846153846154,31.337278106508887
98,"(('H', 5), ('S', 5), ('S', 10), ('S', 11), ('H', 14))","(('H', 10), ('D', 11), ('H', 11), ('C', 11), ('D', 14))",0.22485207100591742,10.65088757396451
99,"(('D', 3), ('D', 5), ('S', 9), ('C', 11), ('C', 14))","(('H', 7), ('S', 7), ('S', 8), ('D', 11), ('C', 13))",0.6153846153846154,31.337278106508883
